Project_No,Simple Actors,Average Actors,Complex Actors,UAW,Simple UC,Average UC,Complex UC,UUCW,TCF,ECF,Real_P20,Real_Effort_Person_Hours,Language,Methodology,ApplicationType
8308,0.0,0,0,19,0,0,0,447,1.0,1.0,320.0,10759,SQL,Rapid Application Development,Real-Time application
8309,0.0,0,0,11,0,0,0,414,1.0,1.0,290.0,9813,Visual Basic,Multifunctional Teams,Mathematically-Intensive Application
8310,0.0,0,0,15,0,0,0,311,1.0,1.0,290.0,7527,PowerBuilder,Multifunctional Teams,Mathematically-Intensive Application
8311,0.0,0,0,10,0,0,0,594,1.0,1.0,351.4,13945,C,Rapid Application Development (RAD),Business Application
8312,0.0,0,0,6,0,0,0,80,1.0,1.0,340.45,1986,Visual Basic,Personal Software Process (PSP),Infrastructure Software
8313,0.0,0,0,16,0,0,0,380,1.0,1.0,358.3,9143,C++,Rapid Application Development,Business Application
8314,0.0,0,0,15,0,0,0,507,1.0,1.0,301.2,12052,XML,Multifunctional Teams,Real-Time application
8315,0.0,0,0,23,0,0,0,426,1.0,1.0,390.25,10367,ASP,Multifunctional Teams,Business Application
8316,0.0,0,0,13,0,0,0,346,1.0,1.0,301.2,8289,SQL,Rapid Application Development,Business Application
8317,0.0,0,0,6,0,0,0,358,1.0,1.0,372.55,8404,CSP,Unified Process and its variants,Real-Time application
8318,0.0,0,0,18,0,0,0,447,1.0,1.0,390.25,10736,C#,Multifunctional Teams,Infrastructure Software
8319,0.0,0,0,8,0,0,0,483,1.0,1.0,376.6,11336,DELPHI,Rapid Application Development (RAD),Infrastructure Software
8320,0.0,0,0,9,0,0,0,426,1.0,1.0,293.25,10043,C,Rapid Application Development (RAD),Real-Time Application
8321,0.0,0,0,18,0,0,0,187,1.0,1.0,398.5,4733,C,Personal Software Process (PSP),Real-Time application
8322,0.0,0,0,16,0,0,0,331,1.0,1.0,288.9,8012,C#,Unified Process and its variants,Infrastructure Software
8323,0.0,0,0,13,0,0,0,265,1.0,1.0,323.7,6419,Visual Basic,Rapid Application Development,Business Application
8324,0.0,0,0,17,0,0,0,361,1.0,1.0,293.65,8727,Oracle,Rapid Application Development (RAD),Business Application
8325,0.0,0,0,10,0,0,0,177,1.0,1.0,298.55,4318,SQL,Rapid Application Development (RAD),Mathematically-Intensive Application
8326,0.0,0,0,7,0,0,0,452,1.0,1.0,367.5,10598,Visual Basic,Rapid Application Development (RAD),Infrastructure Software
8327,0.0,0,0,11,0,0,0,375,1.0,1.0,302.55,8912,ASP,Personal Software Process (PSP),Real-Time Application
8328,0.0,0,0,17,0,0,0,325,1.0,1.0,338.05,7896,DELPHI,Unified Process and its variants,Real-Time Application
8329,0.0,0,0,13,0,0,0,321,1.0,1.0,299.65,7712,CSP,Rapid Application Development (RAD),Infrastructure Software
8330,0.0,0,0,22,0,0,0,333,1.0,1.0,398.5,8196,XML,Multifunctional Teams,Business Application
8331,0.0,0,0,5,0,0,0,584,1.0,1.0,336.25,13599,DELPHI,Incremental,Real-Time application
8332,0.0,0,0,13,0,0,0,435,1.0,1.0,340.45,10344,C#,Personal Software Process (PSP),Real-Time Application
8333,0.0,0,0,13,0,0,0,394,1.0,1.0,338.2,9397,Visual Basic,Multifunctional Teams,Business Application
8334,0.0,0,0,9,0,0,0,328,1.0,1.0,376.6,7781,C++,Multifunctional Teams,Business Application
8335,0.0,0,0,18,0,0,0,268,1.0,1.0,298.1,6603,CSP,Rapid Application Development,Business Application
8336,0.0,0,0,10,0,0,0,528,1.0,1.0,387.9,12422,PowerBuilder,Personal Software Process (PSP),Infrastructure Software
8337,0.0,0,0,11,0,0,0,583,1.0,1.0,293.25,13715,.Net,Personal Software Process (PSP),Business Application
8338,0.0,0,0,7,0,0,0,473,1.0,1.0,330.0,11082,CSP,Personal Software Process (PSP),Infrastructure Software
8339,0.0,0,0,8,0,0,0,437,1.0,1.0,336.25,10274,XML,Unified Process and its variants,Mathematically-Intensive Application
8340,0.0,0,0,15,0,0,0,540,1.0,1.0,302.4,12814,SQL,Waterfall,Infrastructure Software
8341,0.0,0,0,8,0,0,0,371,1.0,1.0,340.7,8751,DELPHI,Rapid Application Development,Real-Time Application
8342,0.0,0,0,11,0,0,0,319,1.0,1.0,321.65,7619,C#,Personal Software Process (PSP),Infrastructure Software
8343,0.0,0,0,7,0,0,0,348,1.0,1.0,299.25,8196,PowerBuilder,Waterfall,Business Application
8344,0.0,0,0,9,0,0,0,388,1.0,1.0,352.2,9166,XML,Waterfall,Mathematically-Intensive Application
8345,0.0,0,0,16,0,0,0,211,1.0,1.0,290.0,5241,C#,Multifunctional Teams,Business Application
8346,0.0,0,0,6,0,0,0,358,1.0,1.0,294.0,8404,.Net,Unified Process and its variants,Real-Time Application
8347,0.0,0,0,6,0,0,0,439,1.0,1.0,365.15,10274,SQL,Unified Process and its variants,Real-Time Application
8348,0.0,0,0,18,0,0,0,585,1.0,1.0,362.25,13922,ASP,Rapid Application Development (RAD),Real-Time application
8349,0.0,0,0,4,0,0,0,488,1.0,1.0,293.8,11360,ASP,Rapid Application Development (RAD),Real-Time application
8350,0.0,0,0,11,0,0,0,489,1.0,1.0,288.75,11544,Java,Multifunctional Teams,Infrastructure Software
8351,0.0,0,0,13,0,0,0,475,1.0,1.0,382.15,11267,C#,Rapid Application Development,Infrastructure Software
8352,0.0,0,0,10,0,0,0,549,1.0,1.0,294.0,12906,Visual Basic,Personal Software Process (PSP),Real-Time application
8353,0.0,0,0,10,0,0,0,523,1.0,1.0,368.25,12306,C,Personal Software Process (PSP),Business Application
8354,0.0,0,0,18,0,0,0,284,1.0,1.0,320.6,6973,DELPHI,Personal Software Process (PSP),Real-Time Application
8355,0.0,0,0,14,0,0,0,342,1.0,1.0,293.65,8219,DELPHI,Waterfall,Business Application
8356,0.0,0,0,12,0,0,0,481,1.0,1.0,301.15,11383,XML,Rapid Application Development (RAD),Business Application
8357,0.0,0,0,18,0,0,0,393,1.0,1.0,293.25,9489,XML,Rapid Application Development (RAD),Real-Time application
8358,0.0,0,0,5,0,0,0,426,1.0,1.0,305.85,9951,DELPHI,Multifunctional Teams,Mathematically-Intensive Application
8359,0.0,0,0,13,0,0,0,461,1.0,1.0,358.3,10944,Visual Basic,Incremental,Infrastructure Software
8360,0.0,0,0,11,0,0,0,335,1.0,1.0,293.25,7989,DELPHI,Incremental,Mathematically-Intensive Application
8361,0.0,0,0,6,0,0,0,506,1.0,1.0,303.1,11821,.Net,Rapid Application Development (RAD),Infrastructure Software
8362,0.0,0,0,7,0,0,0,501,1.0,1.0,372.45,11729,C++,Unified Process and its variants,Business Application
8363,0.0,0,0,10,0,0,0,418,1.0,1.0,352.0,9882,Oracle,Rapid Application Development,Mathematically-Intensive Application
8364,0.0,0,0,15,0,0,0,432,1.0,1.0,338.2,10321,C,Personal Software Process (PSP),Infrastructure Software
8365,0.0,0,0,7,0,0,0,325,1.0,1.0,367.5,7665,.Net,Unified Process and its variants,Real-Time application
8366,0.0,0,0,0,0,0,0,308,1.0,1.0,372.55,7111,.Net,Unified Process and its variants,Business Application
8367,0.0,0,0,6,0,0,0,349,1.0,1.0,352.0,8196,PowerBuilder,Unified Process and its variants,Real-Time application
8368,0.0,0,0,8,0,0,0,501,1.0,1.0,311.6,11752,PowerBuilder,Personal Software Process (PSP),Mathematically-Intensive Application
8369,0.0,0,0,11,0,0,0,252,1.0,1.0,398.1,6072,C++,Rapid Application Development (RAD),Real-Time application
8370,0.0,0,0,6,0,0,0,421,1.0,1.0,340.7,9859,SQL,Waterfall,Real-Time application
8371,0.0,0,0,10,0,0,0,417,1.0,1.0,352.0,9859,Java,Personal Software Process (PSP),Infrastructure Software
8372,0.0,0,0,11,0,0,0,424,1.0,1.0,294.0,10043,.Net,Waterfall,Business Application
8373,0.0,0,0,7,0,0,0,408,1.0,1.0,289.1,9582,CSP,Multifunctional Teams,Business Application
8374,0.0,0,0,8,0,0,0,530,1.0,1.0,338.05,12422,.Net,Personal Software Process (PSP),Business Application
8375,0.0,0,0,0,0,0,0,312,1.0,1.0,372.45,7204,CSP,Waterfall,Real-Time application
8376,0.0,0,0,12,0,0,0,503,1.0,1.0,339.35,11891,C#,Personal Software Process (PSP),Real-Time application
8377,0.0,0,0,15,0,0,0,436,1.0,1.0,340.7,10413,CSP,Unified Process and its variants,Business Application
8378,0.0,0,0,6,0,0,0,506,1.0,1.0,382.15,11821,Visual Basic,Waterfall,Mathematically-Intensive Application
8379,0.0,0,0,20,0,0,0,267,1.0,1.0,298.55,6626,C++,Waterfall,Infrastructure Software
8380,0.0,0,0,9,0,0,0,248,1.0,1.0,372.45,5934,C#,Waterfall,Real-Time Application
8381,0.0,0,0,13,0,0,0,361,1.0,1.0,301.75,8635,Oracle,Multifunctional Teams,Business Application
8382,0.0,0,0,1,0,0,0,343,1.0,1.0,387.9,7942,XML,Incremental,Infrastructure Software
8383,0.0,0,0,11,0,0,0,354,1.0,1.0,320.6,8427,CSP,Unified Process and its variants,Real-Time application
8384,0.0,0,0,10,0,0,0,236,1.0,1.0,302.4,5680,CSP,Rapid Application Development,Real-Time application
8385,0.0,0,0,11,0,0,0,215,1.0,1.0,299.65,5218,Java,Rapid Application Development,Real-Time Application
8386,0.0,0,0,13,0,0,0,332,1.0,1.0,316.85,7966,C++,Rapid Application Development (RAD),Real-Time application
8387,0.0,0,0,18,0,0,0,244,1.0,1.0,290.0,6049,XML,Rapid Application Development,Real-Time application
8388,0.0,0,0,13,0,0,0,353,1.0,1.0,370.3,8450,CSP,Rapid Application Development (RAD),Mathematically-Intensive Application
8389,0.0,0,0,5,0,0,0,319,1.0,1.0,334.5,7481,C,Rapid Application Development,Real-Time application
8390,0.0,0,0,4,0,0,0,340,1.0,1.0,297.2,7942,SQL,Unified Process and its variants,Mathematically-Intensive Application
8391,0.0,0,0,12,0,0,0,411,1.0,1.0,297.0,9766,PowerBuilder,Unified Process and its variants,Business Application
8392,0.0,0,0,14,0,0,0,306,1.0,1.0,293.8,7388,Java,Waterfall,Real-Time Application
8393,0.0,0,0,6,0,0,0,450,1.0,1.0,318.0,10528,.Net,Rapid Application Development (RAD),Business Application
8394,0.0,0,0,7,0,0,0,443,1.0,1.0,318.0,10390,Visual Basic,Incremental,Real-Time Application
8395,0.0,0,0,10,0,0,0,367,1.0,1.0,318.0,8704,XML,Incremental,Real-Time Application
8396,0.0,0,0,14,0,0,0,292,1.0,1.0,311.6,7065,SQL,Unified Process and its variants,Mathematically-Intensive Application
8397,0.0,0,0,8,0,0,0,309,1.0,1.0,308.0,7319,Visual Basic,Waterfall,Mathematically-Intensive Application
8398,0.0,0,0,14,0,0,0,323,1.0,1.0,297.2,7781,ASP,Incremental,Real-Time application
8399,0.0,0,0,13,0,0,0,372,1.0,1.0,299.25,8889,XML,Rapid Application Development,Infrastructure Software
8400,0.0,0,0,5,0,0,0,365,1.0,1.0,320.8,8543,DELPHI,Unified Process and its variants,Real-Time application
8401,0.0,0,0,14,0,0,0,310,1.0,1.0,301.75,7481,Oracle,Waterfall,Mathematically-Intensive Application
8402,0.0,0,0,9,0,0,0,424,1.0,1.0,293.65,9997,.Net,Rapid Application Development (RAD),Real-Time Application
8403,0.0,0,0,26,0,0,0,369,1.0,1.0,370.3,9120,XML,Personal Software Process (PSP),Mathematically-Intensive Application
8404,0.0,0,0,6,0,0,0,419,1.0,1.0,352.2,9813,ASP,Unified Process and its variants,Infrastructure Software
8405,0.0,0,0,9,0,0,0,290,1.0,1.0,340.45,6903,Oracle,Rapid Application Development,Real-Time Application
8406,0.0,0,0,6,0,0,0,446,1.0,1.0,347.1,10436,C#,Incremental,Infrastructure Software
8407,0.0,0,0,16,0,0,0,321,1.0,1.0,297.0,7781,Visual Basic,Incremental,Real-Time Application
8408,0.0,0,0,14,0,0,0,262,1.0,1.0,316.85,6372,C#,Waterfall,Mathematically-Intensive Application
8409,0.0,0,0,11,0,0,0,380,1.0,1.0,293.65,9028,DELPHI,Incremental,Real-Time application
8410,0.0,0,0,11,0,0,0,388,1.0,1.0,294.0,9212,XML,Rapid Application Development,Business Application
8411,0.0,0,0,10,0,0,0,160,1.0,1.0,302.4,3925,ASP,Waterfall,Mathematically-Intensive Application
8412,0.0,0,0,9,0,0,0,358,1.0,1.0,387.9,8473,Oracle,Rapid Application Development (RAD),Mathematically-Intensive Application
8413,0.0,0,0,9,0,0,0,367,1.0,1.0,323.7,8681,SQL,Multifunctional Teams,Real-Time application
8414,0.0,0,0,6,0,0,0,504,1.0,1.0,293.15,11775,DELPHI,Unified Process and its variants,Business Application
8415,0.0,0,0,11,0,0,0,281,1.0,1.0,293.25,6742,.Net,Rapid Application Development,Mathematically-Intensive Application
8416,0.0,0,0,12,0,0,0,359,1.0,1.0,296.35,8566,DELPHI,Incremental,Infrastructure Software
8417,0.0,0,0,14,0,0,0,484,1.0,1.0,330.0,11498,Oracle,Multifunctional Teams,Business Application
8418,0.0,0,0,18,0,0,0,451,1.0,1.0,292.8,10828,Visual Basic,Waterfall,Real-Time application
8419,0.0,0,0,14,0,0,0,471,1.0,1.0,368.25,11198,C,Rapid Application Development (RAD),Mathematically-Intensive Application
8420,0.0,0,0,2,0,0,0,413,1.0,1.0,301.75,9582,SQL,Incremental,Business Application
8421,0.0,0,0,10,0,0,0,435,1.0,1.0,308.0,10274,C#,Rapid Application Development,Infrastructure Software
8422,0.0,0,0,0,0,0,0,420,1.0,1.0,347.1,9697,Oracle,Waterfall,Real-Time Application
8423,0.0,0,0,5,0,0,0,374,1.0,1.0,299.25,8751,CSP,Waterfall,Mathematically-Intensive Application
8424,0.0,0,0,10,0,0,0,537,1.0,1.0,293.8,12629,XML,Personal Software Process (PSP),Infrastructure Software
8425,0.0,0,0,12,0,0,0,476,1.0,1.0,339.35,11267,DELPHI,Rapid Application Development (RAD),Business Application
8426,0.0,0,0,8,0,0,0,486,1.0,1.0,396.75,11406,C++,Waterfall,Real-Time application
8427,0.0,0,0,0,0,0,0,300,1.0,1.0,362.6,6927,DELPHI,Personal Software Process (PSP),Mathematically-Intensive Application
8428,0.0,0,0,17,0,0,0,429,1.0,1.0,347.1,10297,Oracle,Unified Process and its variants,Real-Time Application
8429,0.0,0,0,10,0,0,0,356,1.0,1.0,338.05,8450,C++,Rapid Application Development (RAD),Mathematically-Intensive Application
8430,0.0,0,0,9,0,0,0,298,1.0,1.0,382.15,7088,ASP,Unified Process and its variants,Mathematically-Intensive Application
8431,0.0,0,0,8,0,0,0,364,1.0,1.0,352.0,8589,SQL,Waterfall,Real-Time application
8432,0.0,0,0,12,0,0,0,486,1.0,1.0,321.65,11498,C,Multifunctional Teams,Real-Time Application
8433,0.0,0,0,8,0,0,0,253,1.0,1.0,387.9,6026,SQL,Multifunctional Teams,Infrastructure Software
8434,0.0,0,0,11,0,0,0,337,1.0,1.0,334.5,8035,C#,Rapid Application Development,Mathematically-Intensive Application
8435,0.0,0,0,12,0,0,0,510,1.0,1.0,293.65,12052,ASP,Personal Software Process (PSP),Real-Time Application
8436,0.0,0,0,17,0,0,0,364,1.0,1.0,289.55,8797,Visual Basic,Personal Software Process (PSP),Real-Time application
8437,0.0,0,0,16,0,0,0,271,1.0,1.0,336.25,6626,C#,Multifunctional Teams,Real-Time application
8438,0.0,0,0,3,0,0,0,434,1.0,1.0,301.2,10090,CSP,Multifunctional Teams,Mathematically-Intensive Application
8439,0.0,0,0,11,0,0,0,342,1.0,1.0,340.7,8150,C,Incremental,Real-Time application
8440,0.0,0,0,9,0,0,0,444,1.0,1.0,387.9,10459,C++,Waterfall,Mathematically-Intensive Application
8441,0.0,0,0,11,0,0,0,259,1.0,1.0,288.75,6234,C++,Incremental,Business Application
8442,0.0,0,0,8,0,0,0,195,1.0,1.0,296.35,4687,DELPHI,Personal Software Process (PSP),Mathematically-Intensive Application
8443,0.0,0,0,14,0,0,0,256,1.0,1.0,305.85,6234,ASP,Personal Software Process (PSP),Mathematically-Intensive Application
8444,0.0,0,0,6,0,0,0,433,1.0,1.0,362.6,10136,CSP,Waterfall,Business Application
8445,0.0,0,0,17,0,0,0,269,1.0,1.0,368.25,6603,Visual Basic,Personal Software Process (PSP),Mathematically-Intensive Application
8446,0.0,0,0,2,0,0,0,467,1.0,1.0,371.35,10828,PowerBuilder,Rapid Application Development (RAD),Business Application
8447,0.0,0,0,10,0,0,0,592,1.0,1.0,293.8,13899,Oracle,Incremental,Business Application
8448,0.0,0,0,0,0,0,0,395,1.0,1.0,368.25,9120,ASP,Waterfall,Infrastructure Software
8449,0.0,0,0,20,0,0,0,314,1.0,1.0,299.65,7712,C,Rapid Application Development,Infrastructure Software
8450,0.0,0,0,7,0,0,0,416,1.0,1.0,318.0,9766,Oracle,Incremental,Business Application
8451,0.0,0,0,18,0,0,0,409,1.0,1.0,294.0,9859,ASP,Multifunctional Teams,Real-Time Application
8452,0.0,0,0,19,0,0,0,328,1.0,1.0,352.0,8012,DELPHI,Waterfall,Mathematically-Intensive Application
8453,0.0,0,0,18,0,0,0,264,1.0,1.0,308.65,6511,Java,Waterfall,Real-Time application
8454,0.0,0,0,9,0,0,0,371,1.0,1.0,303.1,8774,Java,Personal Software Process (PSP),Infrastructure Software
8455,0.0,0,0,12,0,0,0,442,1.0,1.0,362.25,10482,DELPHI,Unified Process and its variants,Real-Time Application
8456,0.0,0,0,4,0,0,0,258,1.0,1.0,308.65,6049,C++,Waterfall,Infrastructure Software
8457,0.0,0,0,4,0,0,0,277,1.0,1.0,292.8,6488,DELPHI,Rapid Application Development,Real-Time application
8458,0.0,0,0,8,0,0,0,284,1.0,1.0,289.1,6742,XML,Waterfall,Infrastructure Software
8459,0.0,0,0,12,0,0,0,487,1.0,1.0,362.25,11521,C#,Waterfall,Real-Time Application
8460,0.0,0,0,12,0,0,0,524,1.0,1.0,352.2,12375,Oracle,Unified Process and its variants,Mathematically-Intensive Application
8461,0.0,0,0,14,0,0,0,483,1.0,1.0,398.1,11475,Visual Basic,Rapid Application Development (RAD),Infrastructure Software
8462,0.0,0,0,18,0,0,0,442,1.0,1.0,351.4,10621,Java,Rapid Application Development (RAD),Business Application
8463,0.0,0,0,2,0,0,0,436,1.0,1.0,371.35,10113,CSP,Incremental,Real-Time Application
8464,0.0,0,0,18,0,0,0,255,1.0,1.0,390.25,6303,CSP,Rapid Application Development (RAD),Real-Time application
8465,0.0,0,0,13,0,0,0,352,1.0,1.0,312.0,8427,Java,Personal Software Process (PSP),Real-Time application
8466,0.0,0,0,7,0,0,0,310,1.0,1.0,396.75,7319,C#,Waterfall,Business Application
8467,0.0,0,0,17,0,0,0,384,1.0,1.0,290.0,9258,XML,Incremental,Infrastructure Software
8468,0.0,0,0,8,0,0,0,338,1.0,1.0,288.9,7989,C++,Rapid Application Development,Real-Time Application
8469,0.0,0,0,11,0,0,0,521,1.0,1.0,303.1,12283,CSP,Rapid Application Development (RAD),Business Application
8470,0.0,0,0,13,0,0,0,350,1.0,1.0,390.25,8381,C++,Incremental,Real-Time Application
8471,0.0,0,0,14,0,0,0,371,1.0,1.0,334.5,8889,.Net,Personal Software Process (PSP),Infrastructure Software
8472,0.0,0,0,13,0,0,0,474,1.0,1.0,301.15,11244,C++,Unified Process and its variants,Mathematically-Intensive Application
8473,0.0,0,0,10,0,0,0,527,1.0,1.0,370.3,12398,C#,Rapid Application Development,Business Application
8474,0.0,0,0,15,0,0,0,515,1.0,1.0,301.2,12237,CSP,Waterfall,Infrastructure Software
8475,0.0,0,0,5,0,0,0,351,1.0,1.0,396.75,8219,Oracle,Incremental,Real-Time application
8476,0.0,0,0,20,0,0,0,408,1.0,1.0,355.95,9882,C#,Waterfall,Infrastructure Software
8477,0.0,0,0,5,0,0,0,387,1.0,1.0,367.5,9051,SQL,Rapid Application Development (RAD),Mathematically-Intensive Application
8478,0.0,0,0,4,0,0,0,352,1.0,1.0,347.1,8219,Oracle,Waterfall,Real-Time Application
8479,0.0,0,0,12,0,0,0,451,1.0,1.0,302.4,10690,SQL,Incremental,Business Application
8480,0.0,0,0,13,0,0,0,493,1.0,1.0,294.0,11683,C++,Incremental,Real-Time application
8481,0.0,0,0,13,0,0,0,423,1.0,1.0,318.0,10067,C#,Rapid Application Development (RAD),Real-Time Application
8482,0.0,0,0,7,0,0,0,357,1.0,1.0,320.6,8404,.Net,Rapid Application Development (RAD),Infrastructure Software
8483,0.0,0,0,8,0,0,0,386,1.0,1.0,368.25,9097,DELPHI,Multifunctional Teams,Real-Time Application
8484,0.0,0,0,10,0,0,0,493,1.0,1.0,398.1,11613,XML,Personal Software Process (PSP),Mathematically-Intensive Application
8485,0.0,0,0,12,0,0,0,300,1.0,1.0,289.1,7204,CSP,Rapid Application Development (RAD),Mathematically-Intensive Application
8486,0.0,0,0,16,0,0,0,365,1.0,1.0,370.3,8797,DELPHI,Waterfall,Real-Time application
8487,0.0,0,0,13,0,0,0,487,1.0,1.0,336.25,11544,ASP,Unified Process and its variants,Mathematically-Intensive Application
8488,0.0,0,0,11,0,0,0,238,1.0,1.0,293.8,5749,XML,Personal Software Process (PSP),Business Application
8489,0.0,0,0,6,0,0,0,372,1.0,1.0,293.25,8727,Java,Unified Process and its variants,Infrastructure Software
8490,0.0,0,0,10,0,0,0,439,1.0,1.0,371.35,10367,Java,Rapid Application Development,Real-Time Application
8491,0.0,0,0,11,0,0,0,499,1.0,1.0,368.25,11775,Visual Basic,Rapid Application Development,Real-Time Application
8492,0.0,0,0,8,0,0,0,375,1.0,1.0,387.9,8843,C#,Rapid Application Development,Real-Time application
8493,0.0,0,0,2,0,0,0,376,1.0,1.0,318.0,8727,DELPHI,Unified Process and its variants,Business Application
8494,0.0,0,0,6,0,0,0,438,1.0,1.0,293.65,10251,Java,Rapid Application Development (RAD),Infrastructure Software
8495,0.0,0,0,10,0,0,0,195,1.0,1.0,297.0,4733,C#,Incremental,Mathematically-Intensive Application
8496,0.0,0,0,8,0,0,0,317,1.0,1.0,311.6,7504,C++,Multifunctional Teams,Real-Time application
8497,0.0,0,0,17,0,0,0,343,1.0,1.0,312.0,8312,Visual Basic,Multifunctional Teams,Real-Time Application
8498,0.0,0,0,16,0,0,0,484,1.0,1.0,312.0,11544,C,Waterfall,Mathematically-Intensive Application
8499,0.0,0,0,11,0,0,0,284,1.0,1.0,301.75,6811,SQL,Rapid Application Development,Real-Time Application
8500,0.0,0,0,17,0,0,0,411,1.0,1.0,288.75,9882,PowerBuilder,Rapid Application Development (RAD),Real-Time Application
8501,0.0,0,0,12,0,0,0,357,1.0,1.0,352.0,8520,C#,Multifunctional Teams,Mathematically-Intensive Application
8502,0.0,0,0,15,0,0,0,466,1.0,1.0,312.0,11106,ASP,Multifunctional Teams,Mathematically-Intensive Application
8503,0.0,0,0,12,0,0,0,296,1.0,1.0,372.55,7111,PowerBuilder,Rapid Application Development (RAD),Mathematically-Intensive Application
8504,0.0,0,0,20,0,0,0,422,1.0,1.0,296.35,10205,Visual Basic,Multifunctional Teams,Real-Time application
8505,0.0,0,0,17,0,0,0,382,1.0,1.0,352.2,9212,C#,Rapid Application Development (RAD),Infrastructure Software
8506,0.0,0,0,10,0,0,0,431,1.0,1.0,362.6,10182,Oracle,Rapid Application Development (RAD),Infrastructure Software
8507,0.0,0,0,15,0,0,0,383,1.0,1.0,358.3,9189,C#,Incremental,Real-Time Application
8508,0.0,0,0,7,0,0,0,335,1.0,1.0,355.55,7896,ASP,Incremental,Real-Time application
8509,0.0,0,0,9,0,0,0,485,1.0,1.0,296.35,11406,ASP,Rapid Application Development,Real-Time Application
8510,0.0,0,0,12,0,0,0,456,1.0,1.0,297.2,10805,DELPHI,Rapid Application Development (RAD),Business Application
8511,0.0,0,0,11,0,0,0,373,1.0,1.0,288.75,8866,C,Waterfall,Business Application
8512,0.0,0,0,16,0,0,0,347,1.0,1.0,294.1,8381,Oracle,Waterfall,Real-Time application
8513,0.0,0,0,14,0,0,0,480,1.0,1.0,301.15,11406,C#,Waterfall,Infrastructure Software
8514,0.0,0,0,17,0,0,0,474,1.0,1.0,398.5,11336,Oracle,Waterfall,Infrastructure Software
